choice_0_0;choice_1_0;choice_2_0;choice_3_0;av_0_0;av_1_0;av_2_0;av_3_0;LADE_TANK_ZEIT_0_0;LADE_TANK_ZEIT_1_0;LADE_TANK_ZEIT_2_0;LADE_TANK_ZEIT_3_0;MEAN_HH_AGE_0_0;MEAN_HH_AGE_1_0;MEAN_HH_AGE_2_0;MEAN_HH_AGE_3_0;RELATIVER_KAUFPREIS_0_0;REICHWEITE_DURCH100_0_0;RELATIVER_KAUFPREIS_1_0;REICHWEITE_DURCH100_1_0;RELATIVER_KAUFPREIS_2_0;REICHWEITE_DURCH100_2_0;RELATIVER_KAUFPREIS_3_0;REICHWEITE_DURCH100_3_0
0;0;1;0;1;0;1;0;2;0;15;0;46;46;46;46;20;7;0;0;12.72727273;6.5;0;0
0;0;0;1;1;1;0;1;2;2;0;2;58;58;58;58;14.28571429;5;54.28571429;7;0;0;31.42857143;8
1;0;0;0;1;0;1;1;2;0;20;2;57;57;57;57;4.615384615;5;0;0;16.92307692;6.5;13.84615385;6
0;1;0;0;1;1;1;0;2;2;5;0;36;36;36;36;9.444444444;5;6.111111111;9;3.888888889;4.5;0;0
0;0;0;1;1;0;1;1;2;0;20;2;16;16;16;16;7.407407407;9;0;0;8.148148148;2.5;8.148148148;8
0;1;0;0;0;1;1;1;0;2;20;2;32;32;32;32;0;0;5.882352941;7;11.76470588;2.5;10.58823529;8
0;0;1;0;0;1;1;1;0;2;15;2;41;41;41;41;0;0;24.44444444;7;22.22222222;2.5;24.44444444;8
0;0;1;0;0;0;1;1;0;0;5;2;29.6;29.6;29.6;29.6;0;0;0;0;16.92307692;2.5;15.38461538;6
0;0;1;0;0;0;1;1;0;0;10;2;35.5;35.5;35.5;35.5;0;0;0;0;12.85714286;6.5;21.42857143;6
0;1;0;0;1;1;1;0;2;2;20;0;23;23;23;23;10.52631579;5;7.368421053;7;11.57894737;6.5;0;0
0;0;1;0;0;1;1;0;0;2;25;0;26.75;26.75;26.75;26.75;0;0;7.058823529;5;12.94117647;6.5;0;0
0;1;0;0;0;1;1;1;0;2;20;2;58;58;58;58;0;0;31.42857143;9;20;2.5;28.57142857;6
0;0;1;0;1;0;1;1;2;0;15;2;50;50;50;50;10.76923077;7;0;0;10.76923077;6.5;20;4
0;1;0;0;0;1;1;0;0;2;20;0;26.33333333;26.33333333;26.33333333;26.33333333;0;0;13.68421053;9;8.421052632;4.5;0;0
0;1;0;0;0;1;1;1;0;2;25;2;40;40;40;40;0;0;20;5;20;6.5;23.07692308;4
0;0;0;1;0;1;1;1;0;2;15;2;34;34;34;34;0;0;9.565217391;5;16.52173913;6.5;13.04347826;6
1;0;0;0;1;0;1;0;2;0;15;0;26.33333333;26.33333333;26.33333333;26.33333333;9.473684211;5;0;0;3.157894737;4.5;0;0
0;0;0;1;0;1;1;1;0;2;5;2;20.33333333;20.33333333;20.33333333;20.33333333;0;0;7.407407407;9;3.703703704;4.5;8.148148148;4
0;0;1;0;0;1;1;0;0;2;10;0;20.75;20.75;20.75;20.75;0;0;8.8;5;4.8;6.5;0;0
0;1;0;0;1;1;1;0;2;2;10;0;22.75;22.75;22.75;22.75;5.882352941;7;8.235294118;9;12.94117647;2.5;0;0
0;0;1;0;1;1;1;0;2;2;25;0;20;20;20;20;7.586206897;5;4.827586207;7;7.586206897;6.5;0;0
0;1;0;0;0;1;1;1;0;2;20;2;63;63;63;63;0;0;8.235294118;7;12.94117647;4.5;12.94117647;8
0;1;0;0;0;1;1;1;0;2;5;2;22.6;22.6;22.6;22.6;0;0;10;9;8.571428571;4.5;21.42857143;4
0;0;1;0;1;0;1;1;2;0;15;2;48.5;48.5;48.5;48.5;10.52631579;7;0;0;9.473684211;6.5;9.473684211;4
0;1;0;0;0;1;1;0;0;2;15;0;59;59;59;59;0;0;11.11111111;9;28.88888889;4.5;0;0
0;0;1;0;1;1;1;0;2;2;5;0;17.33333333;17.33333333;17.33333333;17.33333333;9.411764706;5;15.29411765;9;7.058823529;2.5;0;0
0;1;0;0;0;1;1;0;0;2;10;0;20.75;20.75;20.75;20.75;0;0;7.368421053;9;9.473684211;2.5;0;0
0;1;0;0;1;1;1;0;2;2;15;0;62.5;62.5;62.5;62.5;20;7;15.29411765;5;10.58823529;6.5;0;0
1;0;0;0;1;0;1;1;2;0;20;2;29;29;29;29;16.36363636;5;0;0;23.63636364;4.5;20;8
0;0;1;0;0;1;1;1;0;2;25;2;67;67;67;67;0;0;14.66666667;9;12;4.5;14.66666667;4
0;1;0;0;0;1;1;0;0;2;25;0;13;13;13;13;0;0;12;5;9.333333333;6.5;0;0
1;0;0;0;1;1;1;0;2;2;20;0;19.33333333;19.33333333;19.33333333;19.33333333;12.94117647;5;8.235294118;9;7.058823529;4.5;0;0
1;0;0;0;1;0;1;1;2;0;5;2;57.5;57.5;57.5;57.5;17.33333333;7;0;0;9.333333333;2.5;12;4
0;1;0;0;0;1;1;1;0;2;10;2;47;47;47;47;0;0;33.33333333;5;15.55555556;4.5;20;8
0;0;0;1;0;1;1;1;0;2;15;2;36.33333333;36.33333333;36.33333333;36.33333333;0;0;10;7;15.71428571;6.5;18.57142857;4
0;0;1;0;1;0;1;0;2;0;20;0;20.33333333;20.33333333;20.33333333;20.33333333;8.148148148;9;0;0;5.185185185;4.5;0;0
1;0;0;0;1;1;1;0;2;2;15;0;32.5;32.5;32.5;32.5;11.57894737;7;11.57894737;9;6.315789474;2.5;0;0
0;0;1;0;1;1;1;0;2;2;10;0;39;39;39;39;24.28571429;7;18.57142857;9;10;2.5;0;0
1;0;0;0;1;1;1;0;2;2;10;0;59;59;59;59;15.55555556;9;28.88888889;5;33.33333333;4.5;0;0
0;0;1;0;0;1;1;1;0;2;10;2;37;37;37;37;0;0;20;9;14.54545455;2.5;16.36363636;6
0;0;1;0;0;1;1;1;0;2;25;2;49.5;49.5;49.5;49.5;0;0;14.54545455;9;16.36363636;2.5;20;6
0;0;0;1;0;1;1;1;0;2;20;2;18.8;18.8;18.8;18.8;0;0;9.090909091;7;23.63636364;6.5;20;4
1;0;0;0;1;0;1;1;2;0;15;2;63;63;63;63;110;5;0;0;150;4.5;80;8
0;1;0;0;1;1;0;1;2;2;0;2;48.5;48.5;48.5;48.5;5.263157895;7;5.263157895;9;0;0;13.68421053;4
0;0;0;1;1;0;1;1;2;0;25;2;33.2;33.2;33.2;33.2;2.777777778;9;0;0;3.888888889;2.5;8.333333333;6
0;1;0;0;0;1;1;1;0;2;10;2;28;28;28;28;0;0;4.761904762;9;12.38095238;4.5;9.523809524;6
0;0;1;0;1;0;1;0;2;0;20;0;41.33333333;41.33333333;41.33333333;41.33333333;31.42857143;5;0;0;31.42857143;6.5;0;0
0;1;0;0;1;1;1;0;2;2;15;0;32.4;32.4;32.4;32.4;6.086956522;5;8.695652174;9;11.30434783;4.5;0;0
0;1;0;0;1;1;0;1;2;2;0;2;25;25;25;25;9.333333333;9;17.33333333;7;0;0;10.66666667;4
1;0;0;0;1;0;1;1;2;0;25;2;38.5;38.5;38.5;38.5;18.18181818;5;0;0;16.36363636;2.5;16.36363636;6
0;0;0;1;0;0;1;1;0;0;15;2;33.2;33.2;33.2;33.2;0;0;0;0;6.111111111;2.5;6.111111111;8
0;0;1;0;1;0;1;0;2;0;15;0;20;20;20;20;7.586206897;5;0;0;4.827586207;6.5;0;0
0;1;0;0;0;1;1;1;0;2;25;2;23;23;23;23;0;0;13.68421053;9;5.263157895;4.5;11.57894737;4
0;0;1;0;1;1;1;0;2;2;20;0;27.5;27.5;27.5;27.5;5.882352941;9;20;5;11.76470588;6.5;0;0
0;1;0;0;0;1;1;0;0;2;5;0;66;66;66;66;0;0;30;9;190;4.5;0;0
0;1;0;0;1;1;1;0;2;2;5;0;59;59;59;59;5.454545455;7;27.27272727;5;20;6.5;0;0
0;1;0;0;0;1;1;1;0;2;25;2;35.66666667;35.66666667;35.66666667;35.66666667;0;0;6.111111111;5;10.55555556;6.5;6.111111111;6
0;1;0;0;1;1;1;0;2;2;20;0;35;35;35;35;6.111111111;7;3.333333333;9;6.111111111;2.5;0;0
0;0;0;1;0;0;1;1;0;0;10;2;39.33333333;39.33333333;39.33333333;39.33333333;0;0;0;0;8.148148148;2.5;6.666666667;6
1;0;0;0;1;1;1;0;2;2;25;0;44;44;44;44;20;9;42.85714286;5;20;4.5;0;0
0;0;1;0;0;0;1;1;0;0;10;2;59.5;59.5;59.5;59.5;0;0;0;0;7.826086957;6.5;7.826086957;4
0;0;1;0;0;1;1;0;0;2;5;0;32.33333333;32.33333333;32.33333333;32.33333333;0;0;13.68421053;5;5.263157895;4.5;0;0
0;0;1;0;0;1;1;0;0;2;25;0;59;59;59;59;0;0;6.666666667;5;17.33333333;4.5;0;0
0;1;0;0;0;1;1;1;0;2;5;2;22.5;22.5;22.5;22.5;0;0;20;5;9.230769231;6.5;23.07692308;6
0;0;1;0;0;0;1;1;0;0;10;2;20.75;20.75;20.75;20.75;0;0;0;0;10.4;4.5;7.2;8
1;0;0;0;1;0;1;1;2;0;5;2;39;39;39;39;10;7;0;0;15.71428571;2.5;12.85714286;8
0;1;0;0;0;1;1;1;0;2;25;2;31;31;31;31;0;0;7.368421053;9;15.78947368;4.5;11.57894737;4
0;0;1;0;1;1;1;0;2;2;15;0;57.5;57.5;57.5;57.5;10.55555556;7;7.222222222;9;3.888888889;2.5;0;0
0;1;0;0;0;1;1;1;0;2;25;2;38;38;38;38;0;0;16.52173913;5;6.086956522;6.5;7.826086957;6
0;0;1;0;1;0;1;0;2;0;5;0;24;24;24;24;12;5;0;0;20;6.5;0;0
0;0;1;0;0;1;1;0;0;2;5;0;46.33333333;46.33333333;46.33333333;46.33333333;0;0;14.66666667;9;14.66666667;4.5;0;0
1;0;0;0;1;1;1;0;2;2;15;0;45;45;45;45;8.571428571;9;25.71428571;7;31.42857143;2.5;0;0
0;1;0;0;0;1;1;1;0;2;10;2;45;45;45;45;0;0;37.14285714;9;14.28571429;4.5;22.85714286;4
0;0;0;1;0;1;1;1;0;2;5;2;16;16;16;16;0;0;11.11111111;5;5.925925926;4.5;8.148148148;8
0;1;0;0;0;1;1;0;0;2;10;0;34.25;34.25;34.25;34.25;0;0;12.72727273;5;20;4.5;0;0
0;1;0;0;0;1;1;1;0;2;25;2;61;61;61;61;0;0;4;9;14.66666667;2.5;12;6
0;0;1;0;1;0;1;1;2;0;25;2;53;53;53;53;15.71428571;9;0;0;12.85714286;2.5;18.57142857;6
0;0;1;0;1;1;1;0;2;2;5;0;23.5;23.5;23.5;23.5;3.157894737;7;7.368421053;9;13.68421053;6.5;0;0
1;0;0;0;1;1;0;1;2;2;0;2;38.5;38.5;38.5;38.5;16.36363636;9;30.90909091;7;0;0;16.36363636;4
0;0;1;0;1;1;1;0;2;2;5;0;30.25;30.25;30.25;30.25;11.30434783;5;6.086956522;7;7.826086957;6.5;0;0
0;0;1;0;1;0;1;1;2;0;10;2;34.75;34.75;34.75;34.75;16.92307692;9;0;0;16.92307692;2.5;13.84615385;6
1;0;0;0;1;1;1;0;2;2;25;0;33.5;33.5;33.5;33.5;12.85714286;9;27.14285714;5;12.85714286;4.5;0;0
0;1;0;0;0;1;1;1;0;2;5;2;57;57;57;57;0;0;9.230769231;9;16.92307692;4.5;20;4
0;0;0;1;0;1;0;1;0;2;0;2;19;19;19;19;0;0;68;9;0;0;36;4
0;0;1;0;0;0;1;1;0;0;15;2;40;40;40;40;0;0;0;0;25.33333333;6.5;12;6
1;0;0;0;1;1;1;0;2;2;20;0;69.5;69.5;69.5;69.5;5.882352941;7;15.29411765;5;12.94117647;6.5;0;0
0;0;1;0;0;1;1;1;0;2;20;2;31;31;31;31;0;0;4.347826087;9;9.565217391;2.5;14.7826087;6
0;0;0;1;0;1;1;1;0;2;15;2;17.75;17.75;17.75;17.75;0;0;6.666666667;9;20;4.5;20;8
1;0;0;0;1;1;1;0;2;2;25;0;31.25;31.25;31.25;31.25;6.25;9;11.25;7;8.75;2.5;0;0
0;0;0;1;1;1;0;1;2;2;0;2;50.5;50.5;50.5;50.5;40;7;20;9;0;0;36;4
0;0;0;1;0;1;1;1;0;2;15;2;61;61;61;61;0;0;10;5;12.85714286;6.5;15.71428571;6
0;0;1;0;0;0;1;1;0;0;25;2;26.66666667;26.66666667;26.66666667;26.66666667;0;0;0;0;10.4;4.5;7.2;4
0;1;0;0;1;1;1;0;2;2;25;0;37;37;37;37;4.827586207;5;4.827586207;7;7.586206897;6.5;0;0
0;0;1;0;1;0;1;1;2;0;25;2;59;59;59;59;44;7;0;0;44;2.5;60;8
1;0;0;0;1;0;1;0;2;0;15;0;18;18;18;18;5.882352941;9;0;0;8.235294118;2.5;0;0
0;0;1;0;1;0;1;0;2;0;20;0;64.5;64.5;64.5;64.5;13.6;9;0;0;7.2;2.5;0;0
0;1;0;0;0;1;1;1;0;2;10;2;26;26;26;26;0;0;4;9;17.33333333;4.5;12;4
1;0;0;0;1;0;1;1;2;0;15;2;28.66666667;28.66666667;28.66666667;28.66666667;6.666666667;7;0;0;20;6.5;12;8
0;0;0;1;1;0;1;1;2;0;15;2;52;52;52;52;23.07692308;9;0;0;13.84615385;2.5;12.30769231;8
0;1;0;0;0;1;1;0;0;2;5;0;26.66666667;26.66666667;26.66666667;26.66666667;0;0;8.148148148;7;2.222222222;2.5;0;0
0;0;1;0;1;0;1;1;2;0;15;2;25.33333333;25.33333333;25.33333333;25.33333333;14.28571429;5;0;0;6.666666667;6.5;8.571428571;6
0;1;0;0;1;1;1;0;2;2;15;0;30;30;30;30;12.85714286;5;7.142857143;7;18.57142857;6.5;0;0
1;0;0;0;1;0;1;0;2;0;15;0;55;55;55;55;15.55555556;7;0;0;15.55555556;2.5;0;0
0;0;0;1;0;1;1;1;0;2;25;2;61;61;61;61;0;0;10;9;11.42857143;4.5;12.85714286;4
0;0;1;0;1;0;1;0;2;0;5;0;42.66666667;42.66666667;42.66666667;42.66666667;5.555555556;7;0;0;7.222222222;4.5;0;0
0;1;0;0;1;1;1;0;2;2;15;0;21.25;21.25;21.25;21.25;9.565217391;5;9.565217391;9;4.347826087;4.5;0;0
1;0;0;0;1;0;1;1;2;0;15;2;46.33333333;46.33333333;46.33333333;46.33333333;17.33333333;7;0;0;12;6.5;12;4
0;0;0;1;1;0;1;1;2;0;10;2;36;36;36;36;5.185185185;7;0;0;6.666666667;6.5;8.148148148;4
0;0;1;0;1;1;1;0;2;2;25;0;64.66666667;64.66666667;64.66666667;64.66666667;10.66666667;7;25.33333333;9;4;2.5;0;0
0;0;1;0;0;1;1;1;0;2;20;2;26;26;26;26;0;0;3.703703704;5;7.407407407;6.5;6.666666667;6
0;0;0;1;1;0;1;1;2;0;10;2;61.5;61.5;61.5;61.5;23.07692308;7;0;0;16.92307692;6.5;12.30769231;4
0;0;1;0;0;1;1;0;0;2;20;0;31.33333333;31.33333333;31.33333333;31.33333333;0;0;16.92307692;5;20;4.5;0;0
1;0;0;0;1;0;1;0;2;0;20;0;40;40;40;40;16.92307692;9;0;0;10.76923077;2.5;0;0
0;0;0;1;1;0;1;1;2;0;20;2;23.25;23.25;23.25;23.25;15.78947368;5;0;0;13.68421053;4.5;9.473684211;8
0;0;0;1;1;0;1;1;2;0;20;2;36;36;36;36;60;5;0;0;52;4.5;36;8
0;0;1;0;1;0;1;1;2;0;5;2;44.33333333;44.33333333;44.33333333;44.33333333;6.896551724;7;0;0;6.206896552;2.5;6.206896552;8
0;0;1;0;0;0;1;0;0;0;15;0;46.5;46.5;46.5;46.5;0;0;0;0;17.89473684;6.5;0;0
1;0;0;0;1;1;1;0;2;2;10;0;32.5;32.5;32.5;32.5;12.72727273;5;23.63636364;9;12.72727273;4.5;0;0
0;0;1;0;1;0;1;0;2;0;10;0;40;40;40;40;7.222222222;5;0;0;1.666666667;4.5;0;0
0;0;1;0;1;0;1;0;2;0;25;0;48;48;48;48;6.666666667;7;0;0;12;6.5;0;0
0;0;1;0;0;0;1;1;0;0;10;2;21.66666667;21.66666667;21.66666667;21.66666667;0;0;0;0;12;4.5;12;8
0;0;0;1;0;0;1;1;0;0;15;2;51;51;51;51;0;0;0;0;15.55555556;6.5;20;4
1;0;0;0;1;1;0;1;2;2;0;2;66;66;66;66;80;7;90;9;0;0;110;4
1;0;0;0;1;0;1;1;2;0;15;2;46.33333333;46.33333333;46.33333333;46.33333333;9.333333333;7;0;0;13.33333333;2.5;12;8
0;1;0;0;0;1;1;1;0;2;10;2;38.66666667;38.66666667;38.66666667;38.66666667;0;0;8.148148148;7;6.666666667;2.5;5.925925926;6
0;0;1;0;1;0;1;0;2;0;5;0;56;56;56;56;10.47619048;9;0;0;10.47619048;2.5;0;0
0;1;0;0;0;1;1;0;0;2;15;0;33.2;33.2;33.2;33.2;0;0;4.615384615;5;16.92307692;4.5;0;0
0;1;0;0;0;1;1;0;0;2;10;0;33;33;33;33;0;0;5.555555556;7;9.444444444;6.5;0;0
0;0;1;0;0;1;1;0;0;2;15;0;18;18;18;18;0;0;3.529411765;5;15.29411765;6.5;0;0
0;0;1;0;1;0;1;0;2;0;10;0;48;48;48;48;6.315789474;5;0;0;11.57894737;6.5;0;0
0;0;1;0;0;1;1;1;0;2;20;2;25.2;25.2;25.2;25.2;0;0;2.777777778;7;8.333333333;6.5;9.444444444;4
0;0;0;1;0;1;0;1;0;2;0;2;23;23;23;23;0;0;20;9;0;0;10.58823529;4
0;0;0;1;1;0;1;1;2;0;5;2;49;49;49;49;6.666666667;7;0;0;6.666666667;6.5;10.47619048;4
0;0;1;0;1;0;1;1;2;0;5;2;33.66666667;33.66666667;33.66666667;33.66666667;30.90909091;5;0;0;20;6.5;20;6
1;0;0;0;1;0;1;0;2;0;20;0;40.66666667;40.66666667;40.66666667;40.66666667;20;5;0;0;25.71428571;6.5;0;0
0;0;0;1;1;0;1;1;2;0;20;2;45;45;45;45;23.63636364;5;0;0;27.27272727;6.5;20;6
0;1;0;0;0;1;1;1;0;2;20;2;63.5;63.5;63.5;63.5;0;0;12.85714286;5;14.28571429;4.5;15.71428571;8
0;0;1;0;0;1;1;1;0;2;15;2;44.5;44.5;44.5;44.5;0;0;14.28571429;5;17.14285714;6.5;37.14285714;6
0;1;0;0;0;1;1;1;0;2;20;2;58.5;58.5;58.5;58.5;0;0;20;9;12.72727273;2.5;18.18181818;6
0;1;0;0;1;1;1;0;2;2;10;0;57;57;57;57;16.92307692;5;16.92307692;9;23.07692308;4.5;0;0
0;0;1;0;1;0;1;0;2;0;20;0;22;22;22;22;20;7;0;0;28.57142857;2.5;0;0
0;0;1;0;1;0;1;0;2;0;25;0;65.5;65.5;65.5;65.5;16.92307692;7;0;0;20;6.5;0;0
0;0;1;0;0;1;1;1;0;2;25;2;24;24;24;24;0;0;5.6;7;5.6;2.5;6.4;8
0;0;0;1;1;0;1;1;2;0;15;2;29;29;29;29;12.72727273;5;0;0;27.27272727;6.5;20;6
0;1;0;0;1;1;1;0;2;2;20;0;27;27;27;27;7.368421053;5;11.57894737;7;11.57894737;6.5;0;0
0;1;0;0;0;1;0;1;0;2;0;2;50.5;50.5;50.5;50.5;0;0;4.8;5;0;0;10.4;6
0;1;0;0;1;1;1;0;2;2;10;0;20.66666667;20.66666667;20.66666667;20.66666667;6.086956522;9;6.956521739;7;4.347826087;2.5;0;0
1;0;0;0;1;0;1;1;2;0;10;2;63;63;63;63;10.90909091;5;0;0;23.63636364;4.5;16.36363636;8
0;1;0;0;1;1;1;0;2;2;15;0;44;44;44;44;6.086956522;7;8.695652174;7;9.565217391;6.5;0;0
1;0;0;0;1;0;1;1;2;0;25;2;58;58;58;58;2.777777778;5;0;0;8.333333333;4.5;7.222222222;8
0;0;0;1;1;0;1;1;2;0;10;2;42.33333333;42.33333333;42.33333333;42.33333333;30.90909091;9;0;0;16.36363636;2.5;20;6
0;0;1;0;1;0;1;1;2;0;20;2;26;26;26;26;12;5;0;0;13.33333333;6.5;12;6
0;0;0;1;1;1;0;1;2;2;0;2;35.66666667;35.66666667;35.66666667;35.66666667;1.666666667;5;3.888888889;7;0;0;5;8
0;0;1;0;1;1;1;0;2;2;20;0;49;49;49;49;9.333333333;7;9.333333333;5;9.333333333;6.5;0;0
0;0;1;0;0;1;1;1;0;2;25;2;30;30;30;30;0;0;18.57142857;5;10;4.5;21.42857143;8
0;0;1;0;1;0;1;1;2;0;25;2;53.5;53.5;53.5;53.5;16.36363636;7;0;0;12.72727273;6.5;30.90909091;4
0;0;1;0;0;1;1;0;0;2;20;0;59;59;59;59;0;0;28.88888889;5;17.77777778;6.5;0;0
1;0;0;0;1;0;1;1;2;0;15;2;52;52;52;52;6.086956522;9;0;0;9.565217391;2.5;9.565217391;6
0;0;1;0;0;1;1;1;0;2;25;2;28;28;28;28;0;0;4;9;12;6.5;12;6
0;0;1;0;1;1;1;0;2;2;15;0;39.33333333;39.33333333;39.33333333;39.33333333;7.407407407;7;11.11111111;9;3.703703704;2.5;0;0
1;0;0;0;1;1;1;0;2;2;20;0;40;40;40;40;13.33333333;7;17.33333333;5;17.33333333;6.5;0;0
0;1;0;0;0;1;1;1;0;2;10;2;44.33333333;44.33333333;44.33333333;44.33333333;0;0;3.448275862;5;3.448275862;4.5;7.586206897;8
1;0;0;0;1;1;1;0;2;2;5;0;60;60;60;60;12.72727273;9;12.72727273;5;27.27272727;4.5;0;0
0;0;0;1;1;0;1;1;2;0;5;2;64.5;64.5;64.5;64.5;7.142857143;5;0;0;27.14285714;6.5;12.85714286;6
1;0;0;0;1;1;1;0;2;2;15;0;40;40;40;40;22.35294118;5;8.235294118;7;9.411764706;6.5;0;0
0;1;0;0;1;1;1;0;2;2;20;0;20.75;20.75;20.75;20.75;10.4;7;7.2;9;8.8;2.5;0;0
0;1;0;0;1;1;1;0;2;2;15;0;34;34;34;34;11.57894737;9;11.57894737;7;8.421052632;2.5;0;0
0;1;0;0;1;1;0;0;2;2;0;0;63;63;63;63;28.88888889;7;15.55555556;9;0;0;0;0
1;0;0;0;1;1;1;0;2;2;5;0;33.66666667;33.66666667;33.66666667;33.66666667;20;5;34.54545455;9;12.72727273;4.5;0;0
0;1;0;0;1;1;0;1;2;2;0;2;49;49;49;49;12;5;44;9;0;0;44;6
0;1;0;0;1;1;1;0;2;2;5;0;28.33333333;28.33333333;28.33333333;28.33333333;22.22222222;7;33.33333333;9;15.55555556;2.5;0;0
0;0;1;0;1;0;1;1;2;0;10;2;32.33333333;32.33333333;32.33333333;32.33333333;7.222222222;9;0;0;3.888888889;2.5;5;6
1;0;0;0;1;1;1;0;2;2;25;0;23.6;23.6;23.6;23.6;17.77777778;7;6.666666667;9;24.44444444;6.5;0;0
0;0;1;0;1;1;1;0;2;2;15;0;45;45;45;45;12.72727273;9;18.18181818;7;23.63636364;6.5;0;0
1;0;0;0;1;0;1;0;2;0;5;0;32.4;32.4;32.4;32.4;6.086956522;7;0;0;11.30434783;6.5;0;0
0;0;0;1;1;0;1;1;2;0;25;2;32.33333333;32.33333333;32.33333333;32.33333333;11.57894737;5;0;0;20;6.5;11.57894737;6
1;0;0;0;1;0;1;1;2;0;15;2;31.33333333;31.33333333;31.33333333;31.33333333;7.692307692;9;0;0;10.76923077;4.5;26.15384615;4
0;0;1;0;0;1;1;1;0;2;10;2;40.6;40.6;40.6;40.6;0;0;4.8;5;7.2;4.5;7.2;8
0;0;1;0;1;0;1;1;2;0;10;2;28.33333333;28.33333333;28.33333333;28.33333333;15.55555556;7;0;0;28.88888889;6.5;24.44444444;4
0;1;0;0;0;1;1;1;0;2;25;2;33;33;33;33;0;0;15.55555556;9;20;2.5;20;6
0;0;1;0;0;1;1;0;0;2;25;0;57.5;57.5;57.5;57.5;0;0;20;7;7.058823529;6.5;0;0
0;0;1;0;1;1;1;0;2;2;5;0;17.75;17.75;17.75;17.75;4.761904762;5;10.47619048;9;14.28571429;4.5;0;0
0;0;1;0;0;1;1;1;0;2;5;2;24;24;24;24;0;0;8.8;9;5.6;2.5;7.2;6
0;1;0;0;0;1;1;1;0;2;5;2;62.5;62.5;62.5;62.5;0;0;5.454545455;9;27.27272727;4.5;20;4
0;0;0;1;1;0;1;1;2;0;10;2;41;41;41;41;16.52173913;5;0;0;6.086956522;6.5;9.565217391;6
1;0;0;0;1;1;1;0;2;2;15;0;25;25;25;25;9.090909091;9;27.27272727;5;20;4.5;0;0
0;1;0;0;1;1;1;0;2;2;20;0;35.66666667;35.66666667;35.66666667;35.66666667;6.111111111;9;3.333333333;9;5;2.5;0;0
0;0;0;1;1;0;1;1;2;0;15;2;53;53;53;53;7.368421053;7;0;0;11.57894737;2.5;15.78947368;8
0;0;1;0;1;0;1;1;2;0;5;2;65.5;65.5;65.5;65.5;6.666666667;5;0;0;13.33333333;4.5;12;8
0;0;1;0;0;1;1;0;0;2;15;0;20;20;20;20;0;0;6.666666667;9;17.33333333;4.5;0;0
0;1;0;0;0;1;1;1;0;2;5;2;52.66666667;52.66666667;52.66666667;52.66666667;0;0;6.666666667;5;2.857142857;4.5;10.47619048;8
1;0;0;0;1;1;1;0;2;2;10;0;46.33333333;46.33333333;46.33333333;46.33333333;4.761904762;7;10.47619048;5;10.47619048;6.5;0;0
0;0;0;1;1;0;1;1;2;0;20;2;21.25;21.25;21.25;21.25;6.956521739;7;0;0;9.565217391;2.5;7.826086957;8
1;0;0;0;1;1;1;0;2;2;15;0;12.25;12.25;12.25;12.25;4.285714286;7;24.28571429;5;15.71428571;6.5;0;0
0;0;1;0;0;1;1;1;0;2;15;2;40.25;40.25;40.25;40.25;0;0;6.315789474;9;9.473684211;4.5;13.68421053;4
1;0;0;0;1;0;1;1;2;0;20;2;34;34;34;34;5.217391304;5;0;0;9.565217391;6.5;7.826086957;6
0;1;0;0;0;1;1;1;0;2;25;2;21.66666667;21.66666667;21.66666667;21.66666667;0;0;17.33333333;9;14.66666667;4.5;12;4
0;0;1;0;0;0;1;1;0;0;15;2;36;36;36;36;0;0;0;0;3.333333333;6.5;6.111111111;4
